Customer_Name,Customer_ID,Order_ID,Order_Date,Product_ID,Product,Category,Subsidiary_Name,Country,States,Price($),Year,Sales_Amount($),Quantity
Kroger,KG-1251,ORD-2990,15/10/2019,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2019,46,800.00,900
Walmart,WM-1250,ORD-2991,7/9/2014,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,2014,52,000.00,800
Walmart,WM-1250,ORD-2992,7/6/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,20,400.00,1200
Walmart,WM-1250,ORD-2993,7/7/2020,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2020,20,400.00,1200
Kroger,KG-1251,ORD-2994,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,24,800.00,800
Costco,CC-1252,ORD-2995,22/3/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-2996,3/6/2017,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Texas,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-2997,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-2998,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Texas,19.00,,17,100.00,900
Costco,CC-1252,ORD-2999,22/5/2017,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2017,6,300.00,700
Bwanaz,BN-1253,ORD-3000,3/10/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,10,200.00,600
Walmart,WM-1250,ORD-3001,7/10/2016,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2016,14,400.00,1200
Kroger,KG-1251,ORD-3002,15/6/2018,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2018,13,600.00,800
Costco,CC-1252,ORD-3003,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3004,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3005,7/2/2017,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2017,22,800.00,1200
Kroger,KG-1251,ORD-3006,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Oregon,21.00,,16,800.00,800
Costco,CC-1252,ORD-3007,22/8/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,2016,43,400.00,700
Bwanaz,BN-1253,ORD-3008,3/4/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2020,5,400.00,600
Costco,CC-1252,ORD-3009,22/1/2019,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2019,11,900.00,700
Kroger,KG-1251,ORD-3010,15/11/2019,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2019,46,800.00,900
Walmart,WM-1250,ORD-3011,7/6/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Oregon,14.00,2016,11,200.00,800
Walmart,WM-1250,ORD-3012,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-3013,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3014,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-3015,22/2/2019,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2019,11,900.00,700
Bwanaz,BN-1253,ORD-3016,3/11/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,10,200.00,600
Walmart,WM-1250,ORD-3017,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3018,15/5/2018,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2018,6,300.00,700
Costco,CC-1252,ORD-3019,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3020,3/11/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,7,200.00,600
Walmart,WM-1250,ORD-3021,7/3/2017,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2017,22,800.00,1200
Kroger,KG-1251,ORD-3022,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-3023,22/12/2014,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,Washington,21.00,2014,12,600.00,600
Bwanaz,BN-1253,ORD-3024,3/12/2020,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2020,10,200.00,600
Walmart,WM-1250,ORD-3025,7/7/2019,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2019,6,300.00,700
Kroger,KG-1251,ORD-3026,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-3027,22/4/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3028,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Costco,CC-1252,ORD-3029,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-3030,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,,55,800.00,900
Walmart,WM-1250,ORD-3031,7/8/2016,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2016,14,400.00,1200
Walmart,WM-1250,ORD-3032,7/8/2019,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2019,6,300.00,700
Walmart,WM-1250,ORD-3033,7/7/2018,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Oregon,12.00,2018,10,800.00,900
Kroger,KG-1251,ORD-3034,15/6/2018,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2018,6,300.00,700
Costco,CC-1252,ORD-3035,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3036,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3037,7/6/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Washington,62.00,2016,62,000.00,1000
Kroger,KG-1251,ORD-3038,15/12/2019,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2019,46,800.00,900
Costco,CC-1252,ORD-3039,22/5/2015,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Texas,65.00,2015,39,000.00,600
Bwanaz,BN-1253,ORD-3040,3/8/2017,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2017,7,200.00,600
Walmart,WM-1250,ORD-3041,7/9/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2016,14,400.00,1200
Kroger,KG-1251,ORD-3042,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,,24,800.00,800
Costco,CC-1252,ORD-3043,22/5/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3044,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3045,7/11/2016,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2016,14,400.00,1200
Kroger,KG-1251,ORD-3046,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,55,800.00,900
Costco,CC-1252,ORD-3047,22/2/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2016,8,400.00,700
Bwanaz,BN-1253,ORD-3048,3/9/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2017,7,200.00,600
Costco,CC-1252,ORD-3049,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Kroger,KG-1251,ORD-3050,15/8/2015,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2015,10,800.00,900
Walmart,WM-1250,ORD-3051,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-3052,7/12/2016,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Washington,12.00,2016,14,400.00,1200
Walmart,WM-1250,ORD-3053,7/4/2017,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,2017,22,800.00,1200
Kroger,KG-1251,ORD-3054,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,16,800.00,800
Costco,CC-1252,ORD-3055,22/9/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,2016,43,400.00,700
Bwanaz,BN-1253,ORD-3056,3/5/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2020,5,400.00,600
Walmart,WM-1250,ORD-3057,7/8/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,20,400.00,1200
Kroger,KG-1251,ORD-3058,15/1/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,California,52.00,2020,46,800.00,900
Costco,CC-1252,ORD-3059,22/6/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3060,3/7/2017,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-3061,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3062,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-3063,22/3/2019,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2019,11,900.00,700
Bwanaz,BN-1253,ORD-3064,3/6/2020,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2020,5,400.00,600
Walmart,WM-1250,ORD-3065,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3066,15/7/2018,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2018,6,300.00,700
Costco,CC-1252,ORD-3067,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3068,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Costco,CC-1252,ORD-3069,22/7/2016,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,2016,11,400.00,600
Kroger,KG-1251,ORD-3070,15/2/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2020,46,800.00,900
Walmart,WM-1250,ORD-3071,7/4/2015,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2015,48,000.00,1200
Walmart,WM-1250,ORD-3072,7/9/2019,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2019,6,300.00,700
Walmart,WM-1250,ORD-3073,7/10/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2016,14,400.00,1200
Kroger,KG-1251,ORD-3074,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,,17,100.00,900
Costco,CC-1252,ORD-3075,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3076,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3077,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3078,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,,55,800.00,900
Costco,CC-1252,ORD-3079,22/3/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Washington,12.00,2016,8,400.00,700
Bwanaz,BN-1253,ORD-3080,3/10/2017,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2017,7,200.00,600
Walmart,WM-1250,ORD-3081,7/7/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2016,11,200.00,800
Kroger,KG-1251,ORD-3082,15/9/2015,PROD- 101,ace-mango,White,Ace Cider,USA,California,12.00,2015,10,800.00,900
Costco,CC-1252,ORD-3083,22/7/2015,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2015,8,400.00,600
Bwanaz,BN-1253,ORD-3084,3/8/2017,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2017,6,000.00,500
Walmart,WM-1250,ORD-3085,7/7/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,2016,62,000.00,1000
Kroger,KG-1251,ORD-3086,15/3/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2020,46,800.00,900
Costco,CC-1252,ORD-3087,22/6/2015,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Washington,65.00,2015,39,000.00,600
Bwanaz,BN-1253,ORD-3088,3/7/2020,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2020,5,400.00,600
Costco,CC-1252,ORD-3089,22/4/2019,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2019,11,900.00,700
Kroger,KG-1251,ORD-3090,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Walmart,WM-1250,ORD-3091,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-3092,7/1/2017,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,Oregon,12.00,2017,14,400.00,1200
Walmart,WM-1250,ORD-3093,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3094,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,,36,000.00,900
Costco,CC-1252,ORD-3095,22/5/2019,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2019,11,900.00,700
Bwanaz,BN-1253,ORD-3096,3/1/2021,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2021,10,200.00,600
Walmart,WM-1250,ORD-3097,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3098,15/8/2018,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2018,6,300.00,700
Costco,CC-1252,ORD-3099,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3100,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3101,7/5/2017,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2017,22,800.00,1200
Kroger,KG-1251,ORD-3102,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,24,800.00,800
Costco,CC-1252,ORD-3103,22/10/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,California,62.00,2016,43,400.00,700
Bwanaz,BN-1253,ORD-3104,3/2/2021,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2021,10,200.00,600
Walmart,WM-1250,ORD-3105,7/9/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,20,400.00,1200
Kroger,KG-1251,ORD-3106,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-3107,22/7/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,Texas,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3108,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Costco,CC-1252,ORD-3109,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-3110,15/4/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2020,46,800.00,900
Walmart,WM-1250,ORD-3111,7/10/2019,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2019,6,300.00,700
Walmart,WM-1250,ORD-3112,7/10/2020,PROD-102,Moscato,Red,Ace Cider,USA,California,17.00,2020,20,400.00,1200
Walmart,WM-1250,ORD-3113,7/8/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,California,14.00,2016,11,200.00,800
Kroger,KG-1251,ORD-3114,15/7/2018,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2018,13,600.00,800
Costco,CC-1252,ORD-3115,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3116,3/2/2016,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2016,7,000.00,500
Walmart,WM-1250,ORD-3117,7/10/2014,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,2014,52,000.00,800
Kroger,KG-1251,ORD-3118,,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,California,31.00,,24,800.00,800
Costco,CC-1252,ORD-3119,22/8/2016,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Washington,19.00,2016,11,400.00,600
Bwanaz,BN-1253,ORD-3120,3/3/2021,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2021,10,200.00,600
Walmart,WM-1250,ORD-3121,7/11/2019,PROD-103,ace-berry,Red,Ace Cider,USA,Oregon,9.00,2019,6,300.00,700
Kroger,KG-1251,ORD-3122,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Costco,CC-1252,ORD-3123,22/8/2015,PROD-111,2019 Cabernet Sauvignon California,Red,Windsor Vineyards,USA,Texas,14.00,2015,8,400.00,600
Bwanaz,BN-1253,ORD-3124,3/12/2014,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2014,7,200.00,600
Walmart,WM-1250,ORD-3125,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3126,,PROD-110,2019-brcohn-pinot-noir-silver-label-north-coast-750ml,White,B.R. Cohn,USA,California,21.00,,16,800.00,800
Costco,CC-1252,ORD-3127,22/6/2019,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2019,11,900.00,700
Bwanaz,BN-1253,ORD-3128,3/8/2020,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2020,5,400.00,600
Costco,CC-1252,ORD-3129,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,9,000.00,600
Kroger,KG-1251,ORD-3130,15/10/2015,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2015,10,800.00,900
Walmart,WM-1250,ORD-3131,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-3132,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,18,000.00,1200
Walmart,WM-1250,ORD-3133,7/8/2016,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Oregon,62.00,2016,62,000.00,1000
Kroger,KG-1251,ORD-3134,15/5/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2020,46,800.00,900
Costco,CC-1252,ORD-3135,22/6/2015,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,California,40.00,2015,28,000.00,700
Bwanaz,BN-1253,ORD-3136,3/9/2020,PROD-103,ace-berry,Red,Ace Cider,USA,Texas,9.00,2020,5,400.00,600
Walmart,WM-1250,ORD-3137,7/12/2019,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2019,6,300.00,700
Kroger,KG-1251,ORD-3138,15/6/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Oregon,52.00,2020,46,800.00,900
Costco,CC-1252,ORD-3139,22/8/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3140,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Texas,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3141,7/3/2018,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2018,10,800.00,900
Kroger,KG-1251,ORD-3142,,PROD-108,2019-cabernet-sauvignon-olive-hill-estate,Sparkling,B.R. Cohn,USA,Oregon,65.00,,52,000.00,800
Costco,CC-1252,ORD-3143,22/4/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Texas,12.00,2016,8,400.00,700
Bwanaz,BN-1253,ORD-3144,3/10/2020,PROD-103,ace-berry,Red,Ace Cider,USA,California,9.00,2020,5,400.00,600
Walmart,WM-1250,ORD-3145,7/2/2017,PROD-112,2019 Fusion Red Blend California,Red,Windsor Vineyards,USA,California,12.00,2017,14,400.00,1200
Kroger,KG-1251,ORD-3146,15/8/2018,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2018,13,600.00,800
Costco,CC-1252,ORD-3147,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3148,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Costco,CC-1252,ORD-3149,22/8/2014,PROD-109,2019-brc-sonoma-series-cabernet-sauvignon,Red,B.R. Cohn,USA,Texas,31.00,2014,18,600.00,600
Kroger,KG-1251,ORD-3150,,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,California,19.00,,17,100.00,900
Walmart,WM-1250,ORD-3151,7/6/2017,PROD-106,2019-silver-label-chardonnay-russian-river-valley,Dessert,B.R. Cohn,USA,Oregon,19.00,2017,22,800.00,1200
Walmart,WM-1250,ORD-3152,7/11/2020,PROD-102,Moscato,Red,Ace Cider,USA,Washington,17.00,2020,20,400.00,1200
Walmart,WM-1250,ORD-3153,7/12/2020,PROD-102,Moscato,Red,Ace Cider,USA,Oregon,17.00,2020,20,400.00,1200
Kroger,KG-1251,ORD-3154,,PROD-107,2018-zinfandel-moon-mountain,Red,B.R. Cohn,USA,Texas,62.00,,55,800.00,900
Costco,CC-1252,ORD-3155,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Washington,15.00,,9,000.00,600
Bwanaz,BN-1253,ORD-3156,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3157,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,Oregon,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3158,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Oregon,40.00,,36,000.00,900
Costco,CC-1252,ORD-3159,22/6/2017,PROD-103,ace-berry,Red,Ace Cider,USA,Washington,9.00,2017,6,300.00,700
Bwanaz,BN-1253,ORD-3160,3/4/2021,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2021,10,200.00,600
Walmart,WM-1250,ORD-3161,7/11/2016,PROD- 101,ace-mango,White,Ace Cider,USA,Oregon,12.00,2016,14,400.00,1200
Kroger,KG-1251,ORD-3162,15/7/2020,PROD-104,kosher-cabernet-sauvignon-napa-valley-750ml,Sparkling,B.R. Cohn,USA,Texas,52.00,2020,46,800.00,900
Costco,CC-1252,ORD-3163,22/9/2019,PROD-113,2020 Moscato California,White,Windsor Vineyards,USA,California,12.00,2019,7,200.00,600
Bwanaz,BN-1253,ORD-3164,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,7,500.00,500
Walmart,WM-1250,ORD-3165,,PROD- 114,2020 Chardonnay California, Unoaked,White,Windsor Vineyards,USA,California,15.00,,18,000.00,1200
Kroger,KG-1251,ORD-3166,,PROD-105,2019-brc-special-selection-cabernet-sauvignon-sonoma-valley,Red,B.R. Cohn,USA,Texas,40.00,,36,000.00,900
Costco,CC-1252,ORD-3167,22/7/2019,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2019,11,900.00,700
Bwanaz,BN-1253,ORD-3168,3/5/2021,PROD-102,Moscato,Red,Ace Cider,USA,Texas,17.00,2021,10,200.00,600
